account_id,account_name,industry,country,signup_date,referral_source,plan_tier_x,seats_x,is_trial_x,churn_flag_x,subscription_id,start_date,end_date,plan_tier_y,seats_y,mrr_amount,arr_amount,is_trial_y,upgrade_flag,downgrade_flag,churn_flag_y,billing_frequency,auto_renew_flag,churn_event_id,churn_date,reason_code,refund_amount_usd,preceding_upgrade_flag,preceding_downgrade_flag,is_reactivation,feedback_text,usage_count,ticket_count,is_churned,tenure_days
A-ccc747,Company_339,HealthTech,FR,2024-01-12,event,Pro,16,False,True,S-de7a48,2024-10-15,2024-12-30,Pro,23,1127,13524,False,False,False,True,annual,True,C-86f8a6,2024-04-15,budget,0.0,False,False,False,switched to competitor,284,4.0,1,94
A-462d45,Company_13,Cybersecurity,US,2024-01-15,partner,Enterprise,11,True,False,S-d5bf88,2024-02-21,,Enterprise,52,10348,124176,False,False,True,False,annual,True,C-a1253e,2024-05-17,competitor,0.0,False,False,False,missing features,642,4.0,1,123
A-4e960a,Company_277,FinTech,US,2024-01-17,other,Enterprise,12,True,True,S-2d7947,2024-06-04,,Basic,12,228,2736,False,False,False,False,annual,True,,,,,,,,,512,6.0,0,349
A-1d5444,Company_427,Cybersecurity,US,2024-01-18,partner,Basic,24,False,True,S-cb3a85,2024-07-28,,Basic,24,456,5472,False,False,False,False,annual,True,C-aee993,2024-06-01,support,0.0,False,False,False,too expensive,592,2.0,1,135
A-ccb686,Company_491,DevTools,US,2024-01-22,other,Basic,10,False,False,S-f4a92a,2024-02-02,,Pro,14,686,8232,False,False,False,False,annual,False,C-86a446,2024-06-22,budget,0.0,True,False,False,,721,1.0,1,152
A-65aeb5,Company_120,DevTools,US,2024-01-25,partner,Pro,9,False,False,S-239429,2024-05-11,,Enterprise,9,0,0,True,False,False,False,monthly,True,C-1727c8,2024-02-27,pricing,0.0,False,False,False,,533,2.0,1,33
A-922109,Company_243,Cybersecurity,US,2024-01-26,ads,Pro,3,False,False,S-d75e1f,2024-11-29,,Enterprise,4,796,9552,False,False,False,False,monthly,False,C-c6f6fe,2024-12-17,support,0.0,False,False,False,,819,3.0,1,326
A-bb3bd4,Company_340,HealthTech,US,2024-01-27,ads,Basic,23,False,False,S-342037,2024-04-05,,Enterprise,23,4577,54924,False,True,False,False,annual,True,C-ba8af4,2024-06-30,unknown,0.0,False,False,False,missing features,315,11.0,1,155
A-508199,Company_208,FinTech,AU,2024-01-28,event,Basic,19,False,False,S-d97fa8,2024-02-20,,Basic,19,361,4332,False,False,False,False,monthly,True,,,,,,,,,231,3.0,0,338
A-faa28c,Company_91,HealthTech,US,2024-01-30,organic,Enterprise,48,False,False,S-de9ce0,2024-08-06,2024-12-26,Enterprise,48,9552,114624,False,False,False,True,annual,True,C-8052a7,2024-08-20,features,0.0,False,False,False,,585,4.0,1,203
A-7d514c,Company_119,HealthTech,DE,2024-02-03,organic,Enterprise,17,False,False,S-dfad0a,2024-09-08,,Basic,17,0,0,True,False,False,False,monthly,True,,,,,,,,,502,3.0,0,332
A-e2cd1b,Company_121,DevTools,US,2024-02-04,other,Enterprise,15,False,False,S-462547,2024-12-07,,Basic,119,2261,27132,False,False,False,False,annual,True,,,,,,,,,465,5.0,0,331
A-8adedc,Company_300,EdTech,US,2024-02-11,event,Basic,4,True,True,S-448b6d,2024-06-08,,Basic,19,361,4332,False,False,False,False,monthly,False,,,,,,,,,583,4.0,0,324
A-b44e3e,Company_383,Cybersecurity,UK,2024-02-12,ads,Basic,40,False,False,S-e5909f,2024-04-17,,Pro,40,1960,23520,False,True,False,False,annual,True,C-fe7ee4,2024-04-14,unknown,0.0,False,False,False,switched to competitor,387,3.0,1,62
A-8e47ca,Company_191,HealthTech,US,2024-02-15,organic,Pro,19,False,False,S-ec242e,2024-04-26,,Enterprise,31,6169,74028,False,False,False,False,monthly,True,C-bfcee5,2024-12-31,support,0.0,False,False,False,missing features,441,5.0,1,320
A-8b25f2,Company_96,Cybersecurity,US,2024-02-17,ads,Pro,6,False,True,S-5cba26,2024-07-30,,Basic,6,114,1368,False,False,False,False,monthly,True,,,,,,,,,565,2.0,0,318
A-439b2f,Company_152,DevTools,US,2024-02-21,ads,Enterprise,1,False,True,S-e48c4d,2024-03-09,,Basic,7,133,1596,False,False,False,False,annual,True,C-1124ed,2024-08-02,pricing,17.06,False,False,True,,171,3.0,1,163
A-fe79a5,Company_81,HealthTech,IN,2024-02-21,ads,Basic,9,True,False,S-6ed77d,2024-05-22,,Enterprise,9,1791,21492,False,False,False,False,monthly,True,,,,,,,,,335,4.0,0,314
A-b9eed8,Company_189,Cybersecurity,US,2024-02-23,organic,Basic,11,False,False,S-08a5fd,2024-10-24,,Enterprise,34,6766,81192,False,False,False,False,monthly,True,C-8d2bf5,2024-04-23,pricing,0.0,True,False,True,switched to competitor,623,5.0,1,60
A-ad64c6,Company_175,DevTools,UK,2024-02-23,event,Pro,12,False,False,S-753a0a,2024-06-15,,Enterprise,28,5572,66864,False,False,False,False,annual,False,C-9e8172,2024-07-03,support,19.08,False,False,False,missing features,215,4.0,1,131
A-df1e44,Company_323,Cybersecurity,UK,2024-02-23,organic,Enterprise,12,False,False,S-2756ac,2024-03-08,,Enterprise,39,0,0,True,False,False,False,monthly,True,C-5cd282,2024-11-20,budget,0.0,False,False,False,missing features,420,2.0,1,271
A-eb7c38,Company_47,DevTools,AU,2024-02-25,organic,Enterprise,5,False,False,S-a916cb,2024-10-28,,Enterprise,35,6965,83580,False,False,False,False,monthly,True,C-cfa54b,2024-03-22,budget,6.26,False,True,False,,693,5.0,1,26
A-812c5b,Company_395,DevTools,CA,2024-02-25,organic,Basic,55,False,True,S-542c37,2024-12-27,,Pro,55,2695,32340,False,False,False,False,monthly,True,C-742a59,2024-05-11,support,11.83,False,False,False,missing features,866,4.0,1,76
A-ef84cf,Company_274,EdTech,US,2024-03-01,partner,Enterprise,8,False,False,S-62fb8e,2024-03-12,,Enterprise,8,0,0,True,False,False,False,monthly,True,C-7ab794,2024-11-20,support,0.0,False,False,False,too expensive,309,5.0,1,264
A-970c97,Company_477,HealthTech,DE,2024-03-01,other,Enterprise,14,False,False,S-0eb2e0,2024-03-23,,Enterprise,14,2786,33432,False,False,False,False,monthly,True,,,,,,,,,444,1.0,0,305
A-7c5768,Company_407,HealthTech,UK,2024-03-02,event,Enterprise,3,False,False,S-5b8c4f,2024-05-05,,Basic,8,152,1824,False,False,False,False,monthly,False,,,,,,,,,461,5.0,0,304
A-31ab9a,Company_460,FinTech,DE,2024-03-03,organic,Pro,3,False,False,S-a68d25,2024-03-23,,Basic,15,285,3420,False,False,False,False,monthly,True,C-50dbff,2024-08-09,budget,0.0,False,False,False,switched to competitor,340,7.0,1,159
A-4ef964,Company_262,HealthTech,US,2024-03-07,organic,Pro,17,False,False,S-03340d,2024-04-01,,Enterprise,17,3383,40596,False,False,False,False,annual,False,C-d20b00,2024-06-19,budget,0.0,True,False,False,too expensive,487,3.0,1,104
A-029f69,Company_129,Cybersecurity,CA,2024-03-07,event,Basic,3,False,False,S-41871d,2024-08-10,,Enterprise,3,597,7164,False,False,False,False,annual,True,C-2a64c7,2024-06-17,budget,0.0,False,False,False,,789,2.0,1,102
A-a0ca4e,Company_6,Cybersecurity,US,2024-03-08,ads,Pro,11,False,False,S-f8d0a2,2024-05-15,,Basic,11,209,2508,False,False,False,False,annual,False,,,,,,,,,373,6.0,0,298
A-b2225d,Company_50,FinTech,US,2024-03-08,ads,Basic,47,False,True,S-6450ac,2024-09-17,,Basic,47,0,0,True,False,False,False,annual,True,C-62daa0,2024-03-31,pricing,0.0,False,False,False,too expensive,696,2.0,1,23
A-4c38bc,Company_55,HealthTech,UK,2024-03-09,event,Basic,36,False,True,S-f69fca,2024-07-06,,Basic,36,684,8208,False,False,False,False,annual,True,,,,,,,,,818,3.0,0,297
A-5247b3,Company_375,FinTech,UK,2024-03-12,partner,Pro,16,True,False,S-2410c6,2024-05-11,,Basic,33,627,7524,False,False,False,False,annual,False,C-02719d,2024-10-12,support,28.84,False,True,False,missing features,610,5.0,1,214
A-20736a,Company_271,EdTech,IN,2024-03-16,organic,Enterprise,50,False,False,S-f57b2b,2024-05-09,,Pro,50,2450,29400,False,False,False,False,annual,True,C-8bf15d,2024-03-19,competitor,64.98,False,False,False,too expensive,430,4.0,1,3
A-342303,Company_294,EdTech,US,2024-03-16,other,Pro,1,True,False,S-6fa5cd,2024-05-03,,Basic,17,323,3876,False,False,False,False,monthly,True,C-fa1c87,2024-03-20,features,0.0,False,False,False,switched to competitor,141,3.0,1,4
A-4e631b,Company_298,FinTech,US,2024-03-16,other,Enterprise,22,False,False,S-92421b,2024-11-12,,Pro,22,0,0,True,False,False,False,monthly,True,,,,,,,,,502,2.0,0,290
A-39868b,Company_422,FinTech,AU,2024-03-17,partner,Pro,9,False,False,S-31d9ee,2024-06-02,,Basic,9,171,2052,False,False,False,False,annual,True,C-5d9db3,2024-05-06,unknown,0.0,False,False,False,,305,6.0,1,50
A-940b8b,Company_398,HealthTech,DE,2024-03-19,organic,Basic,1,False,False,S-3e8283,2024-04-29,,Pro,24,1176,14112,False,True,False,False,annual,False,,,,,,,,,362,3.0,0,287
A-f25509,Company_92,EdTech,US,2024-03-22,other,Enterprise,32,False,False,S-864b0c,2024-07-14,,Enterprise,32,6368,76416,False,False,False,False,annual,True,C-8ae2f5,2024-05-17,features,0.0,False,False,True,,229,6.0,1,56
A-22d9d2,Company_188,DevTools,FR,2024-03-22,event,Pro,8,False,False,S-7f5d03,2024-06-10,,Pro,25,1225,14700,False,False,False,False,monthly,False,C-0ba0a0,2024-10-17,pricing,0.0,False,False,False,,782,6.0,1,209
A-202b67,Company_305,HealthTech,US,2024-03-22,organic,Pro,11,False,False,S-36b46e,2024-03-27,,Pro,11,539,6468,False,False,False,False,monthly,True,C-f918d7,2024-03-30,features,69.59,False,False,False,,447,4.0,1,8
A-c9bb3e,Company_336,EdTech,US,2024-03-24,ads,Pro,5,False,False,S-b2d7c6,2024-08-20,,Enterprise,28,0,0,True,True,False,False,monthly,True,C-f8d15f,2024-10-03,unknown,0.0,False,False,False,,474,7.0,1,193
A-cb5333,Company_370,DevTools,US,2024-03-26,ads,Pro,33,False,False,S-cd4dcd,2024-07-11,,Pro,33,1617,19404,False,False,False,False,monthly,True,C-4f6e40,2024-08-11,features,0.0,False,False,False,too expensive,796,4.0,1,138
A-40906c,Company_235,EdTech,US,2024-03-27,ads,Basic,92,False,False,S-37a280,2024-05-28,,Basic,92,0,0,True,False,False,False,monthly,True,,,,,,,,,685,5.0,0,279
A-02cd81,Company_76,HealthTech,IN,2024-03-28,other,Basic,44,False,False,S-f6f97e,2024-06-29,2024-08-03,Pro,44,2156,25872,False,False,False,True,annual,True,C-c66a6c,2024-04-30,pricing,0.0,False,False,False,,684,3.0,1,33
A-883b7d,Company_313,Cybersecurity,IN,2024-03-28,other,Basic,17,False,False,S-505db5,2024-05-01,,Pro,53,2597,31164,False,False,False,False,monthly,True,,,,,,,,,644,7.0,0,278
A-692f18,Company_195,EdTech,US,2024-03-28,other,Basic,5,True,True,S-14f672,2024-07-10,,Pro,12,588,7056,False,False,False,False,monthly,True,C-2cccb0,2024-12-23,support,0.0,True,False,False,switched to competitor,871,2.0,1,270
A-94f8c9,Company_51,HealthTech,US,2024-03-29,other,Basic,13,False,False,S-d0bab8,2024-06-26,,Basic,74,1406,16872,False,True,False,False,annual,True,C-bb53cb,2024-05-02,budget,0.0,False,False,False,,746,3.0,1,34
A-9779ad,Company_171,Cybersecurity,AU,2024-03-29,event,Pro,40,True,True,S-f4d491,2024-05-09,,Enterprise,40,7960,95520,False,False,False,False,monthly,True,C-7befdc,2024-08-11,features,0.0,False,False,False,too expensive,413,3.0,1,135
A-f5641b,Company_382,EdTech,US,2024-03-30,other,Pro,31,False,False,S-9a115f,2024-12-29,,Enterprise,45,8955,107460,False,False,False,False,monthly,True,C-9d9bff,2024-06-17,features,0.0,False,False,False,too expensive,438,4.0,1,79
A-3d957b,Company_311,HealthTech,UK,2024-04-04,other,Pro,14,False,False,S-2cc962,2024-10-16,,Enterprise,14,2786,33432,False,False,False,False,annual,False,C-fa6149,2024-05-05,budget,0.0,False,False,False,too expensive,143,3.0,1,31
A-fd9422,Company_263,Cybersecurity,US,2024-04-04,organic,Pro,58,False,False,S-f9cb96,2024-05-09,,Enterprise,58,11542,138504,False,True,False,False,annual,True,,,,,,,,,456,6.0,0,271
A-b30291,Company_344,HealthTech,US,2024-04-05,event,Basic,5,True,True,S-9dcef8,2024-09-27,,Basic,41,779,9348,False,False,False,False,monthly,True,C-2fc9c4,2024-09-03,competitor,277.54,False,True,False,too expensive,519,1.0,1,151
A-8ae05d,Company_147,FinTech,IN,2024-04-06,other,Enterprise,86,False,False,S-f4b648,2024-11-27,2024-12-28,Enterprise,86,17114,205368,False,False,False,True,annual,True,C-29b7f7,2024-08-30,unknown,0.0,False,False,False,missing features,203,1.0,1,146
A-cea1f0,Company_273,FinTech,US,2024-04-07,event,Pro,8,False,True,S-e5efce,2024-08-06,,Pro,8,392,4704,False,False,False,False,annual,False,,,,,,,,,586,5.0,0,268
A-56962b,Company_177,EdTech,UK,2024-04-09,partner,Enterprise,163,False,False,S-86e45a,2024-09-23,,Pro,163,7987,95844,False,False,False,False,annual,True,C-1f4cc0,2024-08-26,pricing,0.0,True,False,False,,271,4.0,1,139
A-34d880,Company_207,Cybersecurity,AU,2024-04-11,ads,Enterprise,4,False,False,S-f36371,2024-07-22,,Enterprise,35,6965,83580,False,False,False,False,monthly,False,C-326d32,2024-12-20,unknown,10.4,False,False,False,missing features,474,5.0,1,253
A-ffdfd5,Company_365,EdTech,US,2024-04-13,organic,Basic,3,False,True,S-b859e7,2024-11-24,,Enterprise,4,0,0,True,False,False,False,annual,True,C-33c706,2024-08-08,features,0.0,False,False,False,missing features,529,0.0,1,117
A-684255,Company_20,FinTech,US,2024-04-14,ads,Enterprise,9,False,False,S-7ea5d9,2024-08-05,,Pro,10,490,5880,False,True,False,False,monthly,True,C-c6a403,2024-05-04,budget,0.0,False,False,True,missing features,653,4.0,1,20
A-526d93,Company_66,HealthTech,FR,2024-04-14,organic,Basic,43,False,False,S-87db32,2024-04-24,,Enterprise,49,9751,117012,False,False,False,False,monthly,False,C-cc8de6,2024-09-25,support,0.0,True,False,False,missing features,565,5.0,1,164
A-cc102e,Company_443,HealthTech,US,2024-04-15,partner,Enterprise,13,False,False,S-01b2dc,2024-12-23,,Basic,13,247,2964,False,True,False,False,annual,True,C-e20cc6,2024-11-19,pricing,0.0,False,False,False,too expensive,394,4.0,1,218
A-e40f45,Company_317,HealthTech,US,2024-04-18,organic,Pro,21,False,False,S-326691,2024-11-24,2024-12-22,Basic,21,399,4788,False,False,False,True,monthly,False,C-3db212,2024-11-09,budget,101.23,False,False,False,missing features,401,7.0,1,205
A-d4ac0e,Company_364,DevTools,UK,2024-04-20,ads,Basic,18,False,False,S-375190,2024-06-01,,Pro,25,1225,14700,False,False,False,False,monthly,True,,,,,,,,,793,4.0,0,255
A-4f18f0,Company_145,DevTools,CA,2024-04-21,other,Pro,24,True,False,S-1876fb,2024-10-12,,Enterprise,59,11741,140892,False,False,False,False,monthly,False,C-3b4085,2024-05-27,features,0.0,True,False,False,,544,5.0,1,36
A-f6b2fb,Company_418,DevTools,AU,2024-04-23,event,Basic,23,False,False,S-710a78,2024-10-21,,Enterprise,23,0,0,True,False,False,False,annual,True,C-437da0,2024-07-11,support,0.0,True,False,False,,524,5.0,1,79
A-249769,Company_214,Cybersecurity,US,2024-04-25,event,Enterprise,4,False,True,S-c6d8ce,2024-06-10,,Pro,11,539,6468,False,False,False,False,monthly,True,C-acbc2b,2024-12-16,budget,0.0,False,False,False,,678,2.0,1,235
A-ff79f2,Company_165,DevTools,US,2024-04-25,ads,Basic,8,False,True,S-cb100e,2024-10-21,,Basic,53,1007,12084,False,True,False,False,annual,True,,,,,,,,,393,2.0,0,250
A-82861f,Company_350,DevTools,UK,2024-04-25,organic,Basic,41,False,False,S-766d8b,2024-05-27,2024-11-15,Enterprise,41,8159,97908,False,False,False,True,monthly,True,C-155feb,2024-05-17,support,0.0,False,False,False,,462,5.0,1,22
A-354f12,Company_201,FinTech,US,2024-04-28,ads,Pro,1,True,False,S-7576bd,2024-10-18,,Enterprise,9,1791,21492,False,False,False,False,annual,True,C-1cf079,2024-09-19,competitor,0.0,False,True,False,missing features,158,2.0,1,144
A-054577,Company_455,EdTech,UK,2024-04-28,ads,Basic,2,False,False,S-41ea32,2024-10-22,2024-12-05,Basic,24,456,5472,False,False,False,True,monthly,True,,,,,,,,,833,1.0,0,247
A-9f0b68,Company_489,EdTech,US,2024-04-28,ads,Basic,10,False,False,S-124336,2024-11-30,,Pro,18,0,0,True,True,False,False,annual,True,C-8c9a9a,2024-08-10,features,0.0,True,False,False,too expensive,709,3.0,1,104
A-2d4502,Company_45,FinTech,IN,2024-04-29,event,Basic,7,False,False,S-595693,2024-09-25,,Basic,67,0,0,True,False,False,False,annual,True,C-e91da6,2024-05-07,pricing,0.0,True,False,False,,465,3.0,1,8
A-544d0a,Company_153,DevTools,US,2024-05-02,organic,Basic,2,True,False,S-4f2ca8,2024-09-24,,Enterprise,64,12736,152832,False,False,False,False,annual,True,,,,,,,,,510,2.0,0,243
A-560d27,Company_266,DevTools,US,2024-05-05,organic,Pro,23,False,False,S-a603dd,2024-11-12,,Basic,23,437,5244,False,False,False,False,monthly,True,,,,,,,,,587,4.0,0,240
A-4a267b,Company_451,FinTech,US,2024-05-05,other,Pro,25,False,False,S-8db104,2024-10-18,,Pro,25,1225,14700,False,False,True,False,monthly,True,C-1172fe,2024-06-17,support,64.54,False,False,False,missing features,498,4.0,1,43
A-716841,Company_437,FinTech,US,2024-05-06,other,Pro,45,False,False,S-658f5f,2024-05-27,,Pro,45,2205,26460,False,False,False,False,monthly,True,C-192e1d,2024-11-13,unknown,0.0,False,False,False,too expensive,344,5.0,1,191
A-7c83a1,Company_447,Cybersecurity,US,2024-05-06,partner,Pro,12,False,False,S-b72911,2024-07-29,,Basic,12,228,2736,False,False,False,False,monthly,False,C-4691eb,2024-05-19,unknown,0.0,True,False,False,,632,4.0,1,13
A-96bbc6,Company_342,Cybersecurity,US,2024-05-07,organic,Enterprise,39,False,False,S-0bccd9,2024-12-25,,Basic,39,741,8892,False,False,True,False,monthly,True,C-36a955,2024-12-04,competitor,0.0,True,False,False,switched to competitor,482,3.0,1,211
A-4ae22a,Company_229,EdTech,US,2024-05-09,other,Pro,6,False,True,S-2c80ba,2024-11-26,,Basic,6,114,1368,False,False,False,False,annual,True,C-b6997d,2024-07-20,pricing,0.0,False,False,False,,369,3.0,1,72
A-c222ab,Company_206,Cybersecurity,US,2024-05-10,other,Pro,32,False,True,S-2c53ad,2024-09-19,,Enterprise,32,6368,76416,False,False,False,False,monthly,True,C-cdb4d0,2024-10-05,support,0.0,False,False,False,,435,4.0,1,148
A-0aaf6e,Company_114,FinTech,US,2024-05-11,organic,Enterprise,3,False,False,S-a9952f,2024-08-18,,Pro,11,0,0,True,False,False,False,monthly,True,,,,,,,,,599,5.0,0,234
A-44dc83,Company_35,EdTech,FR,2024-05-12,other,Basic,5,False,False,S-df3e3d,2024-11-26,,Enterprise,13,0,0,True,False,False,False,annual,True,C-8b229b,2024-11-29,unknown,98.48,False,True,False,missing features,248,7.0,1,201
A-87aa7b,Company_433,HealthTech,US,2024-05-16,organic,Pro,24,True,False,S-0fb7bb,2024-06-05,,Pro,24,1176,14112,False,False,True,False,annual,False,C-450414,2024-12-26,budget,0.0,True,False,False,switched to competitor,742,3.0,1,224
A-e36807,Company_164,EdTech,AU,2024-05-17,other,Pro,6,False,False,S-904886,2024-06-20,2024-08-09,Pro,38,1862,22344,False,False,False,True,annual,False,,,,,,,,,446,2.0,0,228
A-71615e,Company_167,EdTech,US,2024-05-18,organic,Basic,15,False,False,S-cda242,2024-10-10,,Pro,22,1078,12936,False,True,False,False,annual,True,C-885a34,2024-07-16,pricing,0.0,True,False,False,missing features,620,1.0,1,59
A-42b791,Company_464,FinTech,AU,2024-05-20,event,Pro,3,False,False,S-1dbbc2,2024-12-30,,Basic,20,380,4560,False,False,False,False,monthly,False,,,,,,,,,312,3.0,0,225
A-30b4ca,Company_23,EdTech,IN,2024-05-20,organic,Basic,86,False,True,S-3128b4,2024-05-27,,Enterprise,86,17114,205368,False,False,False,False,monthly,False,C-dd2ad2,2024-09-01,features,0.0,False,False,False,,402,3.0,1,104
A-1619f8,Company_183,DevTools,US,2024-05-20,organic,Pro,29,False,False,S-f2da7f,2024-11-05,,Enterprise,29,5771,69252,False,False,False,False,monthly,True,C-f78dc9,2024-09-21,budget,0.0,False,False,False,,432,3.0,1,124
A-0158bb,Company_461,FinTech,DE,2024-05-22,partner,Basic,5,False,False,S-fb9972,2024-12-31,,Pro,45,2205,26460,False,True,False,False,annual,True,,,,,,,,,364,1.0,0,223
A-b3fe05,Company_238,Cybersecurity,CA,2024-05-28,partner,Pro,8,False,False,S-369495,2024-10-20,2024-11-18,Pro,8,392,4704,False,False,False,True,monthly,True,,,,,,,,,438,4.0,0,217
A-fa2041,Company_211,HealthTech,US,2024-05-29,organic,Pro,15,True,False,S-6d0817,2024-08-19,,Pro,21,1029,12348,False,False,False,False,monthly,True,C-21efb6,2024-07-13,competitor,0.0,False,False,False,switched to competitor,552,1.0,1,45
A-b7ef83,Company_474,Cybersecurity,UK,2024-05-29,partner,Pro,1,True,False,S-673c51,2024-09-14,,Enterprise,9,1791,21492,False,False,False,False,monthly,False,C-f67026,2024-07-24,budget,60.25,True,False,False,missing features,738,2.0,1,56
A-0baac2,Company_264,FinTech,DE,2024-05-30,organic,Enterprise,14,False,True,S-3c3a3e,2024-06-02,2024-09-13,Enterprise,29,5771,69252,False,False,False,True,annual,True,C-38ef8e,2024-09-30,pricing,0.0,False,False,False,too expensive,202,6.0,1,123
A-58b9ff,Company_425,DevTools,IN,2024-05-31,partner,Enterprise,2,False,False,S-f44c76,2024-09-24,,Pro,14,686,8232,False,False,False,False,monthly,True,C-79999b,2024-10-10,pricing,0.0,False,False,False,too expensive,667,2.0,1,132
A-7da956,Company_141,Cybersecurity,US,2024-06-02,event,Pro,13,True,False,S-632337,2024-09-26,2024-12-29,Enterprise,14,2786,33432,False,False,False,True,monthly,True,,,,,,,,,543,3.0,0,212
A-3f9cc0,Company_359,HealthTech,US,2024-06-03,event,Basic,22,False,False,S-27514e,2024-07-21,,Basic,22,418,5016,False,False,True,False,monthly,True,C-f477c9,2024-07-18,pricing,0.0,False,False,False,too expensive,407,5.0,1,45
A-ffc04f,Company_307,EdTech,US,2024-06-06,ads,Pro,13,False,False,S-e27a20,2024-12-28,,Basic,13,247,2964,False,False,False,False,monthly,True,C-033d73,2024-08-03,unknown,0.0,False,False,False,,857,7.0,1,58
A-d42431,Company_378,FinTech,FR,2024-06-09,ads,Enterprise,22,True,False,S-61e53d,2024-11-15,2024-12-14,Basic,22,418,5016,False,False,False,True,annual,False,C-156544,2024-10-12,budget,17.42,True,False,False,switched to competitor,457,4.0,1,125
A-bb1eaa,Company_468,Cybersecurity,US,2024-06-11,organic,Basic,21,False,False,S-f40285,2024-07-28,,Basic,21,399,4788,False,False,False,False,monthly,True,C-5d5768,2024-08-15,pricing,0.0,False,True,False,too expensive,164,6.0,1,65
A-5a92e7,Company_413,HealthTech,US,2024-06-11,ads,Pro,4,False,False,S-1c643d,2024-12-11,,Basic,6,114,1368,False,False,False,False,monthly,True,C-48906a,2024-11-11,budget,0.0,True,False,False,missing features,885,7.0,1,153
A-bc4d48,Company_343,EdTech,US,2024-06-12,ads,Pro,35,True,False,S-5b9bb9,2024-08-29,,Pro,35,1715,20580,False,False,False,False,annual,False,,,,,,,,,321,6.0,0,202
A-2d1036,Company_399,FinTech,US,2024-06-14,ads,Pro,69,False,True,S-7ccc38,2024-07-13,,Basic,69,1311,15732,False,False,False,False,annual,False,C-2e2f04,2024-10-19,budget,0.0,True,False,False,missing features,692,5.0,1,127
A-53f4e3,Company_194,Cybersecurity,UK,2024-06-14,event,Enterprise,13,False,False,S-7f15a3,2024-12-05,,Enterprise,13,2587,31044,False,False,False,False,annual,True,C-48c0c8,2024-12-06,competitor,0.0,False,True,True,too expensive,410,5.0,1,175
A-cd458b,Company_430,DevTools,US,2024-06-15,other,Basic,10,True,False,S-ce887e,2024-10-04,,Enterprise,10,1990,23880,False,False,False,False,annual,True,C-a4f797,2024-11-07,budget,0.0,False,False,False,switched to competitor,864,5.0,1,145
A-7a0d69,Company_187,DevTools,DE,2024-06-15,ads,Enterprise,4,True,True,S-b4536d,2024-11-20,,Basic,20,380,4560,False,False,False,False,annual,True,C-b08dda,2024-07-09,features,28.95,False,False,False,,606,2.0,1,24
A-cc8c8f,Company_482,DevTools,US,2024-06-16,ads,Enterprise,23,False,False,S-526874,2024-12-17,,Enterprise,23,4577,54924,False,False,False,False,annual,True,C-64ba8a,2024-09-12,budget,0.0,True,False,False,missing features,268,2.0,1,88
A-9badbd,Company_63,Cybersecurity,DE,2024-06-19,ads,Enterprise,5,True,False,S-834097,2024-12-03,,Enterprise,5,995,11940,False,False,False,False,annual,True,,,,,,,,,729,5.0,0,195
A-5ed98d,Company_479,DevTools,US,2024-06-22,partner,Basic,24,False,False,S-021297,2024-06-28,,Enterprise,24,4776,57312,False,False,False,False,annual,True,C-a1bcf0,2024-09-27,features,0.0,False,False,False,missing features,312,5.0,1,97
A-e7a1e2,Company_295,Cybersecurity,US,2024-06-23,event,Enterprise,3,False,False,S-462bd2,2024-10-23,,Enterprise,3,0,0,True,False,False,False,annual,True,C-e2ecb7,2024-12-11,features,0.0,False,False,False,,703,1.0,1,171
A-a45270,Company_37,HealthTech,US,2024-06-24,ads,Enterprise,3,False,False,S-49aa80,2024-12-22,2024-12-30,Pro,3,147,1764,False,False,True,True,monthly,True,C-d84a6d,2024-11-12,pricing,0.0,False,False,False,missing features,733,4.0,1,141
A-0e966d,Company_493,FinTech,IN,2024-06-25,ads,Basic,11,False,True,S-0b25d7,2024-10-30,,Basic,22,418,5016,False,False,False,False,monthly,True,,,,,,,,,636,3.0,0,189
A-08e34e,Company_32,EdTech,US,2024-06-27,event,Basic,14,False,True,S-bbe998,2024-07-01,,Pro,14,686,8232,False,False,False,False,annual,True,C-09b7c7,2024-09-01,features,3.57,False,False,False,missing features,651,3.0,1,66
A-bcf87c,Company_288,FinTech,US,2024-06-27,event,Pro,10,False,True,S-dc90ef,2024-07-22,,Pro,17,833,9996,False,False,False,False,annual,True,,,,,,,,,503,2.0,0,187
A-8ae3fc,Company_495,DevTools,CA,2024-06-28,ads,Pro,9,False,False,S-e505c1,2024-09-17,,Pro,34,1666,19992,False,False,False,False,annual,True,C-499165,2024-08-10,budget,0.0,False,False,False,,402,4.0,1,43
A-b7b7b7,Company_338,FinTech,US,2024-06-30,event,Basic,24,False,True,S-2e7756,2024-08-27,,Pro,67,3283,39396,False,False,False,False,annual,True,,,,,,,,,571,3.0,0,184
A-d82ef9,Company_355,EdTech,UK,2024-07-02,other,Basic,26,False,True,S-04d260,2024-07-14,,Pro,26,0,0,True,False,False,False,annual,False,C-cc90be,2024-08-06,budget,74.94,False,False,False,switched to competitor,679,5.0,1,35
A-241e75,Company_242,EdTech,US,2024-07-03,partner,Enterprise,3,False,False,S-2d0c1f,2024-07-11,,Pro,46,2254,27048,False,False,False,False,annual,True,C-fdb715,2024-10-11,unknown,0.0,False,False,False,,266,4.0,1,100
A-f92792,Company_67,FinTech,US,2024-07-04,ads,Pro,1,False,False,S-6d09f2,2024-11-24,,Basic,3,57,684,False,False,False,False,monthly,True,C-f6fba0,2024-11-03,features,0.0,False,False,True,,528,2.0,1,122
